 # time [a.u.]         RMT-1           RMT-3           RMT-6          SAE
 8.17500000E+02  3.61833614E-02  2.15039413E-02  1.82382424E-02  4.04460325E-02
 8.17600000E+02  4.09633610E-02  2.61399301E-02  2.29246560E-02  4.29316345E-02
 8.17700000E+02  4.55989265E-02  3.07376987E-02  2.75928680E-02  4.51720936E-02
 8.17800000E+02  5.00633508E-02  3.52704513E-02  3.22157639E-02  4.71539503E-02
 8.17900000E+02  5.43311099E-02  3.97117219E-02  3.67663496E-02  4.88654147E-02
 8.18000000E+02  5.83780404E-02  4.40354235E-02  4.12179054E-02  5.02963952E-02
 8.18100000E+02  6.21815245E-02  4.82158898E-02  4.55439200E-02  5.14386228E-02
 8.18200000E+02  6.57206558E-02  5.22287925E-02  4.97188455E-02  5.22857665E-02
 8.18300000E+02  6.89763566E-02  5.60517811E-02  5.37188900E-02  5.28334231E-02
 8.18400000E+02  7.19314436E-02  5.96645137E-02  5.75218473E-02  5.30790261E-02
 8.18500000E+02  7.45706546E-02  6.30485040E-02  6.11071857E-02  5.30218781E-02
 8.18600000E+02  7.68806726E-02  6.61865341E-02  6.44558118E-02  5.26632725E-02
 8.18700000E+02  7.88501776E-02  6.90624114E-02  6.75497998E-02  5.20064269E-02
 8.18800000E+02  8.04699393E-02  7.16612643E-02  7.03730500E-02  5.10563289E-02
 8.18900000E+02  8.17329331E-02  7.39702863E-02  7.29115938E-02  4.98197478E-02
 8.19000000E+02  8.26344416E-02  7.59792000E-02  7.51538786E-02  4.83051732E-02
 8.19100000E+02  8.31720948E-02  7.76799619E-02  7.70905789E-02  4.65227038E-02
 8.19200000E+02  8.33458269E-02  7.90654141E-02  7.87131532E-02  4.44840514E-02
 8.19300000E+02  8.31577562E-02  8.01291052E-02  8.00135105E-02  4.22024785E-02
 8.19400000E+02  8.26120331E-02  8.08667112E-02  8.09858344E-02  3.96927055E-02
 8.19500000E+02  8.17147118E-02  8.12765839E-02  8.16269725E-02  3.69707825E-02
 8.19600000E+02  8.04736935E-02  8.13589636E-02  8.19355530E-02  3.40539411E-02
 8.19700000E+02  7.88987481E-02  8.11150231E-02  8.19115515E-02  3.09604688E-02
 8.19800000E+02  7.70015851E-02  8.05475895E-02  8.15569633E-02  2.77096128E-02
 8.19900000E+02  7.47959063E-02  7.96619769E-02  8.08762117E-02  2.43215021E-02
 8.20000000E+02  7.22973811E-02  7.84656970E-02  7.98755968E-02  2.08170519E-02
 8.20100000E+02  6.95235063E-02  7.69682264E-02  7.85632673E-02  1.72178423E-02
 8.20200000E+02  6.64933676E-02  7.51810907E-02  7.69493843E-02  1.35459576E-02
 8.20300000E+02  6.32273584E-02  7.31177158E-02  7.50459890E-02  9.82380786E-03
 8.20400000E+02  5.97469338E-02  7.07929679E-02  7.28667173E-02  6.07399962E-03
 8.20500000E+02  5.60744565E-02  6.82229892E-02  7.04266798E-02  2.31926675E-03
 8.20600000E+02  5.22331518E-02  6.54250706E-02  6.77423094E-02 -1.41764785E-03
 8.20700000E+02  4.82471299E-02  6.24174007E-02  6.48311026E-02 -5.11416620E-03
 8.20800000E+02  4.41414059E-02  5.92191386E-02  6.17116402E-02 -8.74800281E-03
 8.20900000E+02  3.99418396E-02  5.58504409E-02  5.84036759E-02 -1.22972676E-02
 8.21000000E+02  3.56749571E-02  5.23323188E-02  5.49279495E-02 -1.57405984E-02
 8.21100000E+02  3.13676692E-02  4.86866851E-02  5.13061644E-02 -1.90572832E-02
 8.21200000E+02  2.70469506E-02  4.49362656E-02  4.75609177E-02 -2.22273716E-02
 8.21300000E+02  2.27395618E-02  4.11043976E-02  4.37155026E-02 -2.52317877E-02
 8.21400000E+02  1.84718808E-02  3.72147840E-02  3.97937210E-02 -2.80524377E-02
 8.21500000E+02  1.42698543E-02  3.32913119E-02  3.58197020E-02 -3.06723104E-02
 8.21600000E+02  1.01590294E-02  2.93579490E-02  3.18177834E-02 -3.30755728E-02
 8.21700000E+02  6.16458111E-03  2.54386506E-02  2.78123763E-02 -3.52476599E-02
 8.21800000E+02  2.31125582E-03  2.15573328E-02  2.38279186E-02 -3.71753580E-02
 8.21900000E+02 -1.37681141E-03  1.77377935E-02  1.98887830E-02 -3.88468811E-02
 8.22000000E+02 -4.87638891E-03  1.40035639E-02  1.60191413E-02 -4.02519409E-02
 8.22100000E+02 -8.16548001E-03  1.03776907E-02  1.22427807E-02 -4.13818098E-02
 8.22200000E+02 -1.12236008E-02  6.88250167E-03  8.58289451E-03 -4.22293754E-02
 8.22300000E+02 -1.40319342E-02  3.53939588E-03  5.06188381E-03 -4.27891880E-02
 8.22400000E+02 -1.65733420E-02  3.68709605E-04  1.70121255E-03 -4.30574989E-02
 8.22500000E+02 -1.88322770E-02 -2.61033933E-03 -1.47868221E-03 -4.30322908E-02
 8.22600000E+02 -2.07946840E-02 -5.37966052E-03 -4.45843851E-03 -4.27132978E-02
 8.22700000E+02 -2.24479754E-02 -7.92230385E-03 -7.21981540E-03 -4.21020179E-02
 8.22800000E+02 -2.37811313E-02 -1.02225153E-02 -9.74576867E-03 -4.12017143E-02
 8.22900000E+02 -2.47849146E-02 -1.22658609E-02 -1.20205711E-02 -4.00174078E-02
 8.23000000E+02 -2.54521312E-02 -1.40393980E-02 -1.40299657E-02 -3.85558596E-02
 8.23100000E+02 -2.57778448E-02 -1.55318491E-02 -1.57613249E-02 -3.68255431E-02
 8.23200000E+02 -2.57594712E-02 -1.67337345E-02 -1.72037791E-02 -3.48366068E-02
 8.23300000E+02 -2.53967280E-02 -1.76374366E-02 -1.83482952E-02 -3.26008266E-02
 8.23400000E+02 -2.46914804E-02 -1.82371982E-02 -1.91877058E-02 -3.01315483E-02
 8.23500000E+02 -2.36475641E-02 -1.85290880E-02 -1.97167042E-02 -2.74436202E-02
 8.23600000E+02 -2.22706717E-02 -1.85109783E-02 -1.99318342E-02 -2.45533164E-02
 8.23700000E+02 -2.05683549E-02 -1.81825640E-02 -1.98315024E-02 -2.14782505E-02
 8.23800000E+02 -1.85501335E-02 -1.75454295E-02 -1.94160168E-02 -1.82372803E-02
 8.23900000E+02 -1.62276469E-02 -1.66031367E-02 -1.86876545E-02 -1.48504039E-02
 8.24000000E+02 -1.36147619E-02 -1.53612928E-02 -1.76507268E-02 -1.13386477E-02
 8.24100000E+02 -1.07275577E-02 -1.38275599E-02 -1.63116188E-02 -7.72394745E-03
 8.24200000E+02 -7.58416979E-03 -1.20115902E-02 -1.46787798E-02 -4.02902071E-03
 8.24300000E+02 -4.20452273E-03 -9.92490673E-03 -1.27626461E-02 -2.77234305E-04
 8.24400000E+02 -6.10034348E-04 -7.58075371E-03 -1.05755267E-02  3.50753491E-03
 8.24500000E+02  3.17662420E-03 -4.99398786E-03 -8.13145945E-03  7.30104441E-03
 8.24600000E+02  7.13165658E-03 -2.18100348E-03 -5.44608433E-03  1.10788357E-02
 8.24700000E+02  1.12301607E-02  8.40286011E-04 -2.53658199E-03  1.48163863E-02
 8.24800000E+02  1.54460905E-02  4.05046064E-03  5.78371876E-04  1.84892659E-02
 8.24900000E+02  1.97522456E-02  7.42860772E-03  3.87859654E-03  2.20732976E-02
 8.25000000E+02  2.41203581E-02  1.09524511E-02  7.34248798E-03  2.55447152E-02
 8.25100000E+02  2.85213068E-02  1.45985280E-02  1.09470912E-02  2.88803155E-02
 8.25200000E+02  3.29254344E-02  1.83423268E-02  1.46682333E-02  3.20576250E-02
 8.25300000E+02  3.73029011E-02  2.21585401E-02  1.84808086E-02  3.50550616E-02
 8.25400000E+02  4.16239968E-02  2.60212833E-02  2.23589538E-02  3.78520618E-02
 8.25500000E+02  4.58593600E-02  2.99042841E-02  2.62762503E-02  4.04292238E-02
 8.25600000E+02  4.99800921E-02  3.37810295E-02  3.02059751E-02  4.27684835E-02
 8.25700000E+02  5.39578109E-02  3.76247409E-02  3.41211545E-02  4.48532508E-02
 8.25800000E+02  5.77647023E-02  4.14083808E-02  3.79945295E-02  4.66685041E-02
 8.25900000E+02  6.13736359E-02  4.51049692E-02  4.17987044E-02  4.82009034E-02
 8.26000000E+02  6.47583716E-02  4.86879731E-02  4.55064454E-02  4.94389058E-02
 8.26100000E+02  6.78938432E-02  5.21314629E-02  4.90909453E-02  5.03728476E-02
 8.26200000E+02  7.07564694E-02  5.54102471E-02  5.25260552E-02  5.09950220E-02
 8.26300000E+02  7.33244340E-02  5.85000717E-02  5.57865639E-02  5.12997827E-02
 8.26400000E+02  7.55778838E-02  6.13777377E-02  5.88484717E-02  5.12836361E-02
 8.26500000E+02  7.74990373E-02  6.40211437E-02  6.16889195E-02  5.09452696E-02
 8.26600000E+02  7.90722228E-02  6.64095889E-02  6.42861567E-02  5.02855299E-02
 8.26700000E+02  8.02838960E-02  6.85242561E-02  6.66198941E-02  4.93074008E-02
 8.26800000E+02  8.11226810E-02  7.03484219E-02  6.86717230E-02  4.80159923E-02
 8.26900000E+02  8.15794629E-02  7.18673419E-02  7.04254085E-02  4.64185641E-02
 8.27000000E+02  8.16475259E-02  7.30679725E-02  7.18666319E-02  4.45245256E-02
 8.27100000E+02  8.13227087E-02  7.39389888E-02  7.29827899E-02  4.23453843E-02
 8.27200000E+02  8.06035311E-02  7.44710093E-02  7.37631693E-02  3.98947035E-02
 8.27300000E+02  7.94912617E-02  7.46566980E-02  7.41991438E-02  3.71879839E-02
 8.27400000E+02  7.79899092E-02  7.44911519E-02  7.42844616E-02  3.42424937E-02
 8.27500000E+02  7.61061512E-02  7.39721171E-02  7.40153121E-02  3.10771799E-02
 8.27600000E+02  7.38492300E-02  7.30996748E-02  7.33901979E-02  2.77125787E-02
 8.27700000E+02  7.12308473E-02  7.18759865E-02  7.24097686E-02  2.41706290E-02
 8.27800000E+02  6.82650794E-02  7.03053519E-02  7.10767262E-02  2.04745028E-02
 8.27900000E+02  6.49683200E-02  6.83943945E-02  6.93960486E-02  1.66485189E-02
 8.28000000E+02  6.13592323E-02  6.61521855E-02  6.73752225E-02  1.27180288E-02
 8.28100000E+02  5.74586891E-02  6.35901328E-02  6.50241251E-02  8.70921203E-03
 8.28200000E+02  5.32896777E-02  6.07217475E-02  6.23548378E-02  4.64884103E-03
 8.28300000E+02  4.88771542E-02  5.75625856E-02  5.93816668E-02  5.64078581E-04
 8.28400000E+02  4.42478521E-02  5.41303334E-02  5.61211873E-02 -3.51769538E-03
 8.28500000E+02  3.94300548E-02  5.04447501E-02  5.25921111E-02 -7.56906116E-03
 8.28600000E+02  3.44533513E-02  4.65274217E-02  4.88150547E-02 -1.15627556E-02
 8.28700000E+02  2.93483936E-02  4.24015188E-02  4.48123404E-02 -1.54718797E-02
 8.28800000E+02  2.41466658E-02  3.80916364E-02  4.06078451E-02 -1.92701094E-02
 8.28900000E+02  1.88802689E-02  3.36236540E-02  3.62268361E-02 -2.29319059E-02
 8.29000000E+02  1.35817191E-02  2.90245835E-02  3.16957938E-02 -2.64327178E-02
 8.29100000E+02  8.28375110E-03  2.43224083E-02  2.70422517E-02 -2.97491617E-02
 8.29200000E+02  3.01912061E-03  1.95459110E-02  2.22946424E-02 -3.28591778E-02
 8.29300000E+02 -2.17960350E-03  1.47244745E-02  1.74821121E-02 -3.57421691E-02
 8.29400000E+02 -7.28026244E-03  9.88784862E-03  1.26342939E-02 -3.83791387E-02
 8.29500000E+02 -1.22513490E-02  5.06588009E-03  7.78105633E-03 -4.07528260E-02
 8.29600000E+02 -1.70622645E-02  2.88226810E-04  2.95225139E-03 -4.28478370E-02
 8.29700000E+02 -2.16835839E-02 -4.41591268E-03 -1.82252573E-03 -4.46507629E-02
 8.29800000E+02 -2.60873127E-02 -9.01802689E-03 -6.51416025E-03 -4.61502825E-02
 8.29900000E+02 -3.02471197E-02 -1.34904737E-02 -1.10942284E-02 -4.73372463E-02
 8.30000000E+02 -3.41385286E-02 -1.78066293E-02 -1.55351977E-02 -4.82047410E-02
 8.30100000E+02 -3.77390628E-02 -2.19410250E-02 -1.98106187E-02 -4.87481337E-02
 8.30200000E+02 -4.10283476E-02 -2.58694859E-02 -2.38953003E-02 -4.89650988E-02
 8.30300000E+02 -4.39881874E-02 -2.95692879E-02 -2.77654695E-02 -4.88556258E-02
 8.30400000E+02 -4.66026420E-02 -3.30193322E-02 -3.13989133E-02 -4.84220112E-02
 8.30500000E+02 -4.88581230E-02 -3.62003329E-02 -3.47751171E-02 -4.76688337E-02
 8.30600000E+02 -5.07435161E-02 -3.90949966E-02 -3.78754054E-02 -4.66029130E-02
 8.30700000E+02 -5.22503238E-02 -4.16881734E-02 -4.06830900E-02 -4.52332531E-02
 8.30800000E+02 -5.33727964E-02 -4.39669615E-02 -4.31836163E-02 -4.35709692E-02
 8.30900000E+02 -5.41080237E-02 -4.59207642E-02 -4.53646926E-02 -4.16291998E-02
 8.31000000E+02 -5.44559572E-02 -4.75413083E-02 -4.72163799E-02 -3.94230040E-02
 8.31100000E+02 -5.44193575E-02 -4.88226459E-02 -4.87311363E-02 -3.69692448E-02
 8.31200000E+02 -5.40036776E-02 -4.97611567E-02 -4.99038150E-02 -3.42864594E-02
 8.31300000E+02 -5.32169207E-02 -5.03555617E-02 -5.07316349E-02 -3.13947187E-02
 8.31400000E+02 -5.20695050E-02 -5.06069408E-02 -5.12141457E-02 -2.83154752E-02
 8.31500000E+02 -5.05741690E-02 -5.05187428E-02 -5.13532059E-02 -2.50714021E-02
 8.31600000E+02 -4.87459193E-02 -5.00967679E-02 -5.11529773E-02 -2.16862250E-02
 8.31700000E+02 -4.66020024E-02 -4.93491138E-02 -5.06199258E-02 -1.81845462E-02
 8.31800000E+02 -4.41618646E-02 -4.82860871E-02 -4.97628064E-02 -1.45916649E-02
 8.31900000E+02 -4.14470608E-02 -4.69200909E-02 -4.85926110E-02 -1.09333932E-02
 8.32000000E+02 -3.84810881E-02 -4.52655054E-02 -4.71224679E-02 -7.23586997E-03
 8.32100000E+02 -3.52891495E-02 -4.33385725E-02 -4.53674983E-02 -3.52537401E-03
 8.32200000E+02 -3.18978711E-02 -4.11572867E-02 -4.33446476E-02  1.71863188E-04
 8.32300000E+02 -2.83350180E-02 -3.87412823E-02 -4.10725134E-02  3.82984282E-03
 8.32400000E+02 -2.46292449E-02 -3.61117056E-02 -3.85711900E-02  7.42298180E-03
 8.32500000E+02 -2.08099000E-02 -3.32910612E-02 -3.58621325E-02  1.09262919E-02
 8.32600000E+02 -1.69068770E-02 -3.03030324E-02 -3.29680340E-02  1.43155533E-02
 8.32700000E+02 -1.29504869E-02 -2.71722837E-02 -2.99126991E-02  1.75674806E-02
 8.32800000E+02 -8.97131119E-03 -2.39242606E-02 -2.67209012E-02  2.06598784E-02
 8.32900000E+02 -5.00001311E-03 -2.05850019E-02 -2.34182169E-02  2.35717858E-02
 8.33000000E+02 -1.06709916E-03 -1.71809707E-02 -2.00308449E-02  2.62836067E-02
 8.33100000E+02  2.79734998E-03 -1.37389050E-02 -1.65854202E-02  2.87772275E-02
 8.33200000E+02  6.56394617E-03 -1.02856721E-02 -1.31088337E-02  3.10361221E-02
 8.33300000E+02  1.02042264E-02 -6.84811176E-03 -9.62805557E-03  3.30454478E-02
 8.33400000E+02  1.36908338E-02 -3.45285396E-03 -6.16995421E-03  3.47921349E-02
 8.33500000E+02  1.69976503E-02 -1.26128467E-04 -2.76111040E-03  3.62649750E-02
 8.33600000E+02  2.00999079E-02  3.10640433E-03  5.72354064E-04  3.74547004E-02
 8.33700000E+02  2.29743035E-02  6.21980237E-03  3.80491684E-03  3.83540437E-02
 8.33800000E+02  2.55991392E-02  9.19003718E-03  6.91179502E-03  3.89577666E-02
 8.33900000E+02  2.79544892E-02  1.19942972E-02  9.86916175E-03  3.92626624E-02
 8.34000000E+02  3.00223709E-02  1.46113266E-02  1.26544538E-02  3.92675415E-02
 8.34100000E+02  3.17868923E-02  1.70216143E-02  1.52466459E-02  3.89732082E-02
 8.34200000E+02  3.32343497E-02  1.92073732E-02  1.76263553E-02  3.83824283E-02
 8.34300000E+02  3.43532655E-02  2.11524748E-02  1.97758357E-02  3.74998962E-02
 8.34400000E+02  3.51343842E-02  2.28424379E-02  2.16790424E-02  3.63322049E-02
 8.34500000E+02  3.55706508E-02  2.42643488E-02  2.33217404E-02  3.48878048E-02
 8.34600000E+02  3.56572069E-02  2.54067606E-02  2.46914318E-02  3.31769242E-02
 8.34700000E+02  3.53914189E-02  2.62598889E-02  2.57772600E-02  3.12114453E-02
 8.34800000E+02  3.47729328E-02  2.68160141E-02  2.65703025E-02  2.90047814E-02
 8.34900000E+02  3.38037316E-02  2.70695970E-02  2.70639009E-02  2.65718118E-02
 8.35000000E+02  3.24881600E-02  2.70171905E-02  2.72534548E-02  2.39288454E-02
 8.35100000E+02  3.08328918E-02  2.66574770E-02  2.71361850E-02  2.10935067E-02
 8.35200000E+02  2.88468347E-02  2.59911583E-02  2.67112490E-02  1.80845605E-02
 8.35300000E+02  2.65409915E-02  2.50205972E-02  2.59796085E-02  1.49217914E-02
 8.35400000E+02  2.39283066E-02  2.37495141E-02  2.49436819E-02  1.16259142E-02
 8.35500000E+02  2.10235334E-02  2.21830593E-02  2.36073551E-02  8.21839942E-03
 8.35600000E+02  1.78431330E-02  2.03285455E-02  2.19764567E-02  4.72127346E-03
 8.35700000E+02  1.44052019E-02  1.81957954E-02  2.00591909E-02  1.15698892E-03
 8.35800000E+02  1.07294022E-02  1.57963938E-02  1.78656781E-02 -2.45170474E-03
 8.35900000E+02  6.83686826E-03  1.31431693E-02  1.54073319E-02 -6.08190079E-03
 8.36000000E+02  2.75007199E-03  1.02502418E-02  1.26968900E-02 -9.71063563E-03
 8.36100000E+02 -1.50735005E-03  7.13338721E-03  9.74894358E-03 -1.33150121E-02
 8.36200000E+02 -5.91078872E-03  3.81042817E-03  6.58026112E-03 -1.68723535E-02
 8.36300000E+02 -1.04348430E-02  3.00934380E-04  3.20922074E-03 -2.03603689E-02
 8.36400000E+02 -1.50534740E-02 -3.37462994E-03 -3.44807565E-04 -2.37573183E-02
 8.36500000E+02 -1.97401281E-02 -7.19529335E-03 -4.06157838E-03 -2.70421432E-02
 8.36600000E+02 -2.44678488E-02 -1.11393617E-02 -7.91980580E-03 -3.01945617E-02
 8.36700000E+02 -2.92094047E-02 -1.51843855E-02 -1.18973640E-02 -3.31951619E-02
 8.36800000E+02 -3.39374544E-02 -1.93073424E-02 -1.59715966E-02 -3.60255117E-02
 8.36900000E+02 -3.86247508E-02 -2.34847187E-02 -2.01193033E-02 -3.86682667E-02
 8.37000000E+02 -4.32443655E-02 -2.76926583E-02 -2.43168896E-02 -4.11072616E-02
 8.37100000E+02 -4.77698982E-02 -3.19073010E-02 -2.85407315E-02 -4.33276045E-02
 8.37200000E+02 -5.21756428E-02 -3.61049731E-02 -3.27672300E-02 -4.53157844E-02
 8.37300000E+02 -5.64366959E-02 -4.02622495E-02 -3.69726832E-02 -4.70597461E-02
 8.37400000E+02 -6.05290225E-02 -4.43561227E-02 -4.11334794E-02 -4.85489228E-02
 8.37500000E+02 -6.44295134E-02 -4.83640365E-02 -4.52262574E-02 -4.97742820E-02
 8.37600000E+02 -6.81160716E-02 -5.22637573E-02 -4.92279276E-02 -5.07283936E-02
 8.37700000E+02 -7.15677486E-02 -5.60334117E-02 -5.31158663E-02 -5.14054740E-02
 8.37800000E+02 -7.47649278E-02 -5.96516542E-02 -5.68681211E-02 -5.18014000E-02
 8.37900000E+02 -7.76895184E-02 -6.30977915E-02 -6.04634302E-02 -5.19137266E-02
 8.38000000E+02 -8.03251173E-02 -6.63520549E-02 -6.38813699E-02 -5.17417023E-02
 8.38100000E+02 -8.26571053E-02 -6.93958345E-02 -6.71025619E-02 -5.12862684E-02
 8.38200000E+02 -8.46726689E-02 -7.22118416E-02 -7.01087684E-02 -5.05500469E-02
 8.38300000E+02 -8.63607755E-02 -7.47842946E-02 -7.28830465E-02 -4.95373226E-02
 8.38400000E+02 -8.77121502E-02 -7.70989238E-02 -7.54098153E-02 -4.82540164E-02
 8.38500000E+02 -8.87192962E-02 -7.91429494E-02 -7.76748921E-02 -4.67076492E-02
 8.38600000E+02 -8.93765847E-02 -8.09050520E-02 -7.96655503E-02 -4.49072970E-02
 8.38700000E+02 -8.96803899E-02 -8.23753897E-02 -8.13705715E-02 -4.28635381E-02
 8.38800000E+02 -8.96292254E-02 -8.35456589E-02 -8.27803308E-02 -4.05883916E-02
 8.38900000E+02 -8.92238210E-02 -8.44092192E-02 -8.38868812E-02 -3.80952483E-02
 8.39000000E+02 -8.84670999E-02 -8.49612155E-02 -8.46840181E-02 -3.53987934E-02
 8.39100000E+02 -8.73640572E-02 -8.51986453E-02 -8.51673110E-02 -3.25149221E-02
 8.39200000E+02 -8.59215839E-02 -8.51203696E-02 -8.53341129E-02 -2.94606486E-02
 8.39300000E+02 -8.41483027E-02 -8.47270577E-02 -8.51835367E-02 -2.62540077E-02
 8.39400000E+02 -8.20544796E-02 -8.40211010E-02 -8.47164316E-02 -2.29139511E-02
 8.39500000E+02 -7.96520377E-02 -8.30065390E-02 -8.39353771E-02 -1.94602380E-02
 8.39600000E+02 -7.69546466E-02 -8.16890363E-02 -8.28446947E-02 -1.59133209E-02
 8.39700000E+02 -7.39778257E-02 -8.00759145E-02 -8.14504751E-02 -1.22942269E-02
 8.39800000E+02 -7.07389773E-02 -7.81762103E-02 -7.97605957E-02 -8.62443541E-03
 8.39900000E+02 -6.72572974E-02 -7.60007170E-02 -7.77847067E-02 -4.92575276E-03
 8.40000000E+02 -6.35535582E-02 -7.35619639E-02 -7.55341745E-02 -1.22018432E-03
 8.40100000E+02 -5.96498086E-02 -7.08741143E-02 -7.30219840E-02  2.47019512E-03
 8.40200000E+02 -5.55690789E-02 -6.79528006E-02 -7.02626190E-02  6.12337208E-03
 8.40300000E+02 -5.13351673E-02 -6.48149368E-02 -6.72719411E-02  9.71752547E-03
 8.40400000E+02 -4.69725470E-02 -6.14785612E-02 -6.40670850E-02  1.32311574E-02
 8.40500000E+02 -4.25063791E-02 -5.79627395E-02 -6.06663771E-02  1.66432229E-02
 8.40600000E+02 -3.79625570E-02 -5.42875251E-02 -5.70892693E-02  1.99332579E-02
 8.40700000E+02 -3.33677001E-02 -5.04739447E-02 -5.33562766E-02  2.30815047E-02
 8.40800000E+02 -2.87490269E-02 -4.65439594E-02 -4.94888976E-02  2.60690338E-02
 8.40900000E+02 -2.41340969E-02 -4.25203618E-02 -4.55095013E-02  2.88778626E-02
 8.41000000E+02 -1.95504675E-02 -3.84266023E-02 -4.14411837E-02  3.14910685E-02
 8.41100000E+02 -1.50253520E-02 -3.42865663E-02 -3.73075901E-02  3.38928969E-02
 8.41200000E+02 -1.05853613E-02 -3.01243519E-02 -3.31327281E-02  3.60688635E-02
 8.41300000E+02 -6.25637968E-03 -2.59640876E-02 -2.89407915E-02  3.80058492E-02
 8.41400000E+02 -2.06355405E-03 -2.18298164E-02 -2.47560151E-02  3.96921883E-02
 8.41500000E+02  1.96866632E-03 -1.77454282E-02 -2.06025621E-02  4.11177477E-02
 8.41600000E+02  5.81653253E-03 -1.37346054E-02 -1.65044412E-02  4.22739984E-02
 8.41700000E+02  9.45710934E-03 -9.82072873E-03 -1.24854156E-02  4.31540771E-02
 8.41800000E+02  1.28685164E-02 -6.02672848E-03 -8.56888241E-03  4.37528381E-02
 8.41900000E+02  1.60302516E-02 -2.37487843E-03 -4.77771437E-03  4.40668948E-02
 8.42000000E+02  1.89235148E-02  1.11343205E-03 -1.13406038E-03  4.40946503E-02
 8.42100000E+02  2.15314407E-02  4.41791930E-03  2.34087852E-03  4.38363169E-02
 8.42200000E+02  2.38391944E-02  7.51954587E-03  5.62700967E-03  4.32939231E-02
 8.42300000E+02  2.58339373E-02  1.04005829E-02  8.70548263E-03  4.24713104E-02
 8.42400000E+02  2.75047266E-02  1.30446794E-02  1.15587747E-02  4.13741190E-02
 8.42500000E+02  2.88424362E-02  1.54368699E-02  1.41707151E-02  4.00097573E-02
 8.42600000E+02  2.98397722E-02  1.75636218E-02  1.65265461E-02  3.83873626E-02
 8.42700000E+02  3.04914025E-02  1.94129884E-02  1.86130233E-02  3.65177588E-02
 8.42800000E+02  3.07941701E-02  2.09747760E-02  2.04185318E-02  3.44133895E-02
 8.42900000E+02  3.07473090E-02  2.22407125E-02  2.19332584E-02  3.20882296E-02
 8.43000000E+02  3.03525820E-02  2.32045784E-02  2.31493733E-02  2.95577068E-02
 8.43100000E+02  2.96142851E-02  2.38622285E-02  2.40611142E-02  2.68386286E-02
 8.43200000E+02  2.85391211E-02  2.42115342E-02  2.46647746E-02  2.39490803E-02
 8.43300000E+02  2.71359906E-02  2.42523282E-02  2.49586529E-02  2.09082910E-02
 8.43400000E+02  2.54157845E-02  2.39863940E-02  2.49429860E-02  1.77365047E-02
 8.43500000E+02  2.33912439E-02  2.34174257E-02  2.46199213E-02  1.44548642E-02
 8.43600000E+02  2.10769246E-02  2.25509925E-02  2.39935477E-02  1.10852774E-02
 8.43700000E+02  1.84892443E-02  2.13945492E-02  2.30699290E-02  7.65025805E-03
 8.43800000E+02  1.56465555E-02  1.99574663E-02  2.18570889E-02  4.17276842E-03
 8.43900000E+02  1.25691690E-02  1.82510390E-02  2.03649228E-02  6.76082946E-04
 8.44000000E+02  9.27927481E-03  1.62884557E-02  1.86051530E-02 -2.81633685E-03
 8.44100000E+02  5.80074502E-03  1.40847485E-02  1.65913540E-02 -6.28098927E-03
 8.44200000E+02  2.15884995E-03  1.16566667E-02  1.43389002E-02 -9.69451151E-03
 8.44300000E+02 -1.62005521E-03  9.02245902E-03  1.18647983E-02 -1.30338701E-02
 8.44400000E+02 -5.50880798E-03  6.20167826E-03  9.18752165E-03 -1.62765390E-02
 8.44500000E+02 -9.47964213E-03  3.21506067E-03  6.32688596E-03 -1.94006487E-02
 8.44600000E+02 -1.35043118E-02  8.44709777E-05  3.30396087E-03 -2.23851110E-02
 8.44700000E+02 -1.75541651E-02 -3.16710113E-03  1.41029901E-04 -2.52097421E-02
 8.44800000E+02 -2.16002160E-02 -6.51561003E-03 -3.13846734E-03 -2.78553842E-02
 8.44900000E+02 -2.56132591E-02 -9.93613765E-03 -6.51013501E-03 -3.03040299E-02
 8.45000000E+02 -2.95640514E-02 -1.34031443E-02 -9.94889839E-03 -3.25389650E-02
 8.45100000E+02 -3.34235588E-02 -1.68907354E-02 -1.34291937E-02 -3.45449096E-02
 8.45200000E+02 -3.71632406E-02 -2.03728896E-02 -1.69250905E-02 -3.63081288E-02
 8.45300000E+02 -4.07553345E-02 -2.38236192E-02 -2.04104547E-02 -3.78165281E-02
 8.45400000E+02 -4.41731103E-02 -2.72170737E-02 -2.38591599E-02 -3.90597534E-02
 8.45500000E+02 -4.73910725E-02 -3.05276408E-02 -2.72452885E-02 -4.00292807E-02
 8.45600000E+02 -5.03851122E-02 -3.37301137E-02 -3.05433088E-02 -4.07184683E-02
 8.45700000E+02 -5.31326207E-02 -3.67999298E-02 -3.37282611E-02 -4.11225770E-02
 8.45800000E+02 -5.56125852E-02 -3.97134217E-02 -3.67759540E-02 -4.12387824E-02
 8.45900000E+02 -5.78056853E-02 -4.24480256E-02 -3.96631305E-02 -4.10661946E-02
 8.46000000E+02 -5.96944033E-02 -4.49824349E-02 -4.23675952E-02 -4.06058762E-02
 8.46100000E+02 -6.12631512E-02 -4.72967256E-02 -4.48683399E-02 -3.98608439E-02
 8.46200000E+02 -6.24984124E-02 -4.93724799E-02 -4.71456948E-02 -3.88360447E-02
 8.46300000E+02 -6.33888832E-02 -5.11929078E-02 -4.91814942E-02 -3.75383104E-02
 8.46400000E+02 -6.39256022E-02 -5.27429559E-02 -5.09592230E-02 -3.59763010E-02
 8.46500000E+02 -6.41020499E-02 -5.40093969E-02 -5.24641293E-02 -3.41604425E-02
